id,Created (UTC),Valid,Duration,Duration In Months,Percent Off,Amount Off,Currency,Redeem By (UTC),Max Redemptions,Times Redeemed
XmlAR69L,2022-08-29 17:57,true,forever,,100.0,,,,1,0
